,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,Employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age
193,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
194,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
195,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
196,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
197,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
198,Data Science Analyst - Platform - Remote,Employer Provided Salary:$95K - $134K,3.9,"Mayo Clinic
3.9","Rochester, MN",10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,1,95.0,134.0,114.5,"Mayo Clinic
", MN,-1
199,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,"Navy Federal Credit Union
", VA,90
200,Data Scientist I - Energy Applications,Employer Provided Salary:$136K,4.0,"Pacific Northwest National Laboratory
4.0",United States,5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,136.0,136.0,136.0,"Pacific Northwest National Laboratory
",remote,58
201,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
202,Technical Associate I/Data Scientist,$85K - $122K (Glassdoor est.),4.3,"MIT
4.3","Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,85.0,122.0,103.5,"MIT
", MA,162
203,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
204,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
205,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
206,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
207,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
208,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
209,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
210,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
211,Junior Data Scientist,$81K - $113K (Glassdoor est.),2.9,"Soothsayer Analytics
2.9","Livonia, MI",Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,81.0,113.0,97.0,"Soothsayer Analytics
", MI,-1
212,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
213,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
214,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
215,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
216,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
217,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
218,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
219,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
220,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
221,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
222,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
223,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
224,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
225,Data Science Analyst - Platform - Remote,Employer Provided Salary:$95K - $134K,3.9,"Mayo Clinic
3.9","Rochester, MN",10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,1,95.0,134.0,114.5,"Mayo Clinic
", MN,-1
226,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
227,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
228,Data Scientist I - Energy Applications,Employer Provided Salary:$136K,4.0,"Pacific Northwest National Laboratory
4.0",United States,5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,136.0,136.0,136.0,"Pacific Northwest National Laboratory
",remote,58
229,Technical Associate I/Data Scientist,$85K - $122K (Glassdoor est.),4.3,"MIT
4.3","Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,85.0,122.0,103.5,"MIT
", MA,162
230,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
231,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
232,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
233,Junior Data Scientist,$81K - $113K (Glassdoor est.),2.9,"Soothsayer Analytics
2.9","Livonia, MI",Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,81.0,113.0,97.0,"Soothsayer Analytics
", MI,-1
234,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
235,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
236,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
237,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
238,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
239,Data Scientist I - Energy Applications,Employer Provided Salary:$136K,4.0,"Pacific Northwest National Laboratory
4.0",United States,5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,136.0,136.0,136.0,"Pacific Northwest National Laboratory
",remote,58
240,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,"Navy Federal Credit Union
", VA,90
241,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
242,Data Science Analyst - Platform - Remote,Employer Provided Salary:$95K - $134K,3.9,"Mayo Clinic
3.9","Rochester, MN",10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,1,95.0,134.0,114.5,"Mayo Clinic
", MN,-1
243,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
244,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
245,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
246,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
247,Technical Associate I/Data Scientist,$85K - $122K (Glassdoor est.),4.3,"MIT
4.3","Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,85.0,122.0,103.5,"MIT
", MA,162
248,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
249,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
250,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
251,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
252,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
253,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
254,Data Scientist II - Telecommute Opportunity,Employer Provided Salary:$128K - $150K,3.5,"Dataminr
3.5",Remote,501 to 1000 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,128.0,150.0,139.0,"Dataminr
",remote,14
255,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
256,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
257,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
258,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
259,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
260,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,"Navy Federal Credit Union
", VA,90
261,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
262,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
263,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
264,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
265,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
266,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
267,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
268,Data Science Analyst - Platform - Remote,Employer Provided Salary:$95K - $134K,3.9,"Mayo Clinic
3.9","Rochester, MN",10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,1,95.0,134.0,114.5,"Mayo Clinic
", MN,-1
269,Technical Associate I/Data Scientist,$85K - $122K (Glassdoor est.),4.3,"MIT
4.3","Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,85.0,122.0,103.5,"MIT
", MA,162
270,Data Scientist I - Energy Applications,Employer Provided Salary:$136K,4.0,"Pacific Northwest National Laboratory
4.0",United States,5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,136.0,136.0,136.0,"Pacific Northwest National Laboratory
",remote,58
271,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
272,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
273,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
274,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
275,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
276,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
277,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
278,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
279,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,"Navy Federal Credit Union
", VA,90
280,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
281,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
282,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
283,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
284,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
285,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
286,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
287,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
288,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
289,Data Science Analyst - Platform - Remote,Employer Provided Salary:$95K - $134K,3.9,"Mayo Clinic
3.9","Rochester, MN",10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,1,95.0,134.0,114.5,"Mayo Clinic
", MN,-1
290,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
291,Data Scientist,Employer Provided Salary:$82K - $167K,3.9,"Charles Schwab
3.9","San Francisco, CA",10000+ Employees,1973,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,1,82.0,167.0,124.5,"Charles Schwab
", CA,50
292,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
293,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
